,claim,URL,truth_value,date,topic
1642,"""Italy drastically reduced the country’s official COV1D-19 death count by over 97%. This means Covid killed fewer people than an average seasonal flu.”",https://www.politifact.com/factchecks/2021/nov/10/facebook-posts/italy-didnt-lower-its-covid-19-death-toll-over-97-/,false,"November 10, 2021",coronavirus
1643,“Sending your child to school” on a day when vaccines are being administered “is implied consent” for getting the COVID-19 vaccine.,https://www.politifact.com/factchecks/2021/nov/10/infowars/schools-arent-giving-kids-covid-19-vaccine-without/,false,"November 4, 2021",coronavirus
1644,"""Arizona Department of Education gives green light on face mask and vaccine mandates, as well as implementing Critical (Race) Theory.”",https://www.politifact.com/factchecks/2021/nov/10/instagram-posts/no-ariz-department-education-didnt-give-green-ligh/,barely-true,"November 3, 2021",coronavirus
1645,"The Biden administration inherited gains of “50,000 jobs a month. We're now finally back to 500,000 jobs a month. We inherited a country where 4,000 people a day were dying from Covid. That's now down 75%.”",https://www.politifact.com/factchecks/2021/nov/10/ron-klain/ron-klain-exaggerates-improvements-employment-coro/,half-true,"November 7, 2021",coronavirus
1646,"A banner for COVID-19 vaccines says, “Don’t forget to donate your childrens organs.”",https://www.politifact.com/factchecks/2021/nov/10/viral-image/no-covid-19-vaccine-banner-didnt-really-encourage-/,false,"November 7, 2021",coronavirus
1647,“Australian military being trained to **force vaccinate** in door-to-door attacks.”,https://www.politifact.com/factchecks/2021/nov/09/blog-posting/no-australian-military-isnt-going-door-door-and-fo/,false,"November 1, 2021",coronavirus
1648,"“Pfizer Confirms COVID-Vaccinated People Can ‘Shed’ Spike Proteins And Harm The Unvaccinated""",https://www.politifact.com/factchecks/2021/nov/08/blog-posting/repeatedly-debunked-idea-shedding-covid-19-vaccine/,false,"October 27, 2021",coronavirus
1649,"""This idea that it's the pandemic of the unvaccinated, it's just a total lie.""",https://www.politifact.com/factchecks/2021/nov/08/aaron-rodgers/no-lie-covid-19-largely-spread-unvaccinated-people/,false,"November 5, 2021",coronavirus
1650,"The Astroworld concert was a “test run on the vaxxed” because people who are injected with graphene oxide can be controlled through magnetic frequencies, including music.",https://www.politifact.com/factchecks/2021/nov/08/facebook-posts/post-linking-astroworld-tragedy-covid-19-vaccines-/,false,"November 7, 2021",coronavirus
1651,"United Kingdom “government reports suggest the fully vaccinated are rapidly developing Acquired Immunodeficiency Syndrome.""",https://www.politifact.com/factchecks/2021/nov/08/blog-posting/no-proof-covid-19-vaccinated-uk-are-developing-imm/,false,"October 30, 2021",coronavirus
1652,"“CEO of Pfizer arrested, charged with fraud.”",https://www.politifact.com/factchecks/2021/nov/08/blog-posting/no-pfizer-ceo-albert-bourla-wasnt-arrested-fraud-c/,pants-fire,"November 5, 2021",coronavirus
1653,"“The Spanish High Court has announced (COVID-19) is a bio weapon with a patent, not a virus.”",https://www.politifact.com/factchecks/2021/nov/05/facebook-posts/no-virus-causes-covid-19-not-patented-bioweapon/,false,"October 22, 2021",coronavirus
1654,The premier of Australia’s Victoria state “is freezing people’s bank accts” if they are not vaccinated. “They can’t buy or sell until forced into submission.”,https://www.politifact.com/factchecks/2021/nov/04/facebook-posts/australian-state-isnt-freezing-unvaccinated-people/,false,"October 31, 2021",coronavirus
1655,"“Moderna has been pulled in Iceland and pulled for everyone under age 30 in Finland, Sweden, Norway, Denmark due to heart issues.”",https://www.politifact.com/factchecks/2021/nov/04/facebook-posts/facebook-posts-get-details-wrong-about-use-moderna/,false,"October 28, 2021",coronavirus
1656,Social media posts suggest a CDC graph shows the COVID-19 vaccine is harmful to children and that California’s school vaccine mandate is dangerous.,https://www.politifact.com/factchecks/2021/nov/03/facebook-posts/experts-say-covid-19-vaccines-are-safe-children-re/,barely-true,"October 10, 2021",coronavirus
1657,"Children who receive COVID-19 vaccinations ""will be walking factories of spike proteins"" that will ""undoubtedly cause illnesses to spread like wildfire in schools.""",https://www.politifact.com/factchecks/2021/nov/02/instagram-posts/unvaccinated-children-are-more-likely-catch-and-sp/,false,"October 25, 2021",coronavirus
1658,"""National Guard to fill in for cops who refuse to get vaccinated.""",https://www.politifact.com/factchecks/2021/nov/02/instagram-posts/no-national-guard-isnt-replacing-citys-unvaccinate/,false,"October 22, 2021",coronavirus
1659,"“Unmask your kids! Any carbon dioxide concentrations above” 2,000 parts per million are “dangerous!”",https://www.politifact.com/factchecks/2021/nov/01/facebook-posts/no-evidence-masks-cause-dangerous-carbon-dioxide-b/,false,"October 26, 2021",coronavirus
1660,Blood “starts to clot in a minute or two” after a Pfizer COVID-19 vaccine injection.,https://www.politifact.com/factchecks/2021/oct/29/instagram-posts/no-evidence-pfizer-covid-19-vaccine-causes-blood-c/,false,"October 27, 2021",coronavirus
1661,“Japan drops vax rollout”,https://www.politifact.com/factchecks/2021/oct/29/hal-turner-radio-show/japan-still-vaccinating-people-against-covid-19/,pants-fire,"October 27, 2021",coronavirus
1662,"""There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome.”",https://www.politifact.com/factchecks/2021/oct/29/viral-image/claim-vaccines-failed-ignores-greater-impact-covid/,false,"October 27, 2021",coronavirus
1663,"In the United Kingdom, “70-plus percent of the people who die now from COVID are fully vaccinated.”",https://www.politifact.com/factchecks/2021/oct/29/alex-berenson/covid-19-death-rate-england-much-higher-among-unva/,false,"October 19, 2021",coronavirus
1664,Says Jen Psaki said Joe Biden wants to protect “marked people.”,https://www.politifact.com/factchecks/2021/oct/28/instagram-posts/no-jen-psaki-didnt-talk-about-mark-beast-press-con/,false,"October 22, 2021",coronavirus
1665,“The seasonal cold and flu is actually more dangerous for kids than the Coronavirus” and “there is very low transmissibility from children to their families and communities.”,https://www.politifact.com/factchecks/2021/oct/28/tom-tiffany/children-families-community-covid-transmissibility/,barely-true,"August 8, 2021",coronavirus
1666,“Indiana State Police offers to hire Chicago officers who REFUSE TO COMPLY with vax mandate.”,https://www.politifact.com/factchecks/2021/oct/28/viral-image/chicago-police-invited-apply-indiana-state-police-/,false,"October 21, 2021",coronavirus
1667,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people.",https://www.politifact.com/factchecks/2021/oct/27/instagram-posts/key-threat-unvaccinated-people-other-unvaccinated-/,false,"October 24, 2021",coronavirus
1668,“Australia to Implement Quarantine Camps for the Unvaxed”,https://www.politifact.com/factchecks/2021/oct/27/charlie-kirk-show/australias-quarantine-facilities-are-travelers-not/,false,"October 22, 2021",coronavirus
1669,“NIH COVID Treatment Guidelines Approve Ivermectin”,https://www.politifact.com/factchecks/2021/oct/25/instagram-posts/no-national-institutes-health-hasnt-approved-iverm/,false,"October 21, 2021",coronavirus
1670,“There’s been no” TV commercials for the COVID-19 vaccines because “they are required by law to list all adverse side effects.”,https://www.politifact.com/factchecks/2021/oct/25/instagram-posts/fda-rules-have-blocked-covid-19-vaccine-makers-adv/,false,"October 15, 2021",coronavirus
1671,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.,https://www.politifact.com/factchecks/2021/oct/22/steve-chabot/no-federal-government-isnt-using-patriot-act-treat/,false,"October 21, 2021",coronavirus
1672,"""Southwest Airlines announce they will no longer terminate employees over the mandate.""",https://www.politifact.com/factchecks/2021/oct/22/facebook-posts/southwest-ceo-said-employees-wont-be-fired-over-it/,true,"October 13, 2021",coronavirus
1673,"Pathologists found ""a host of non-biological components ... in the blood of vaccinated people,” including graphene chips and nanochips.",https://www.politifact.com/factchecks/2021/oct/22/blog-posting/covid-19-vaccines-do-not-include-non-biological-co/,pants-fire,"September 26, 2021",coronavirus
1674,“Corona PCR ‘test’ is implanting a microchip.”,https://www.politifact.com/factchecks/2021/oct/21/facebook-posts/covid-19-tests-are-not-part-conspiracy-microchip-p/,pants-fire,"October 14, 2021",coronavirus
1675,"“So now if you don’t comply” and get a COVID-19 vaccination, and you’re on “Social Security or disability, you won’t be able to receive your money.”",https://www.politifact.com/factchecks/2021/oct/21/tiktok-posts/no-covid-19-vaccination-required-receive-social-se/,false,"October 20, 2021",coronavirus
1676,A video shows “the COVID-19 vaccine when it hits your blood.”,https://www.politifact.com/factchecks/2021/oct/21/instagram-posts/no-isnt-video-covid-19-vaccine/,pants-fire,"October 16, 2021",coronavirus
1677,"COVID-19 vaccines contain “RNA-modifying transhumanism nanotechnology.""",https://www.politifact.com/factchecks/2021/oct/21/carrie-madej/transhumanism-nanotechnology-covid-19-vaccine-cons/,pants-fire,"October 13, 2021",coronavirus
1678,Photo of vaccine package with 2018 date stamp shows COVID-19 outbreak was planned.,https://www.politifact.com/factchecks/2021/oct/20/hal-turner-radio-show/photo-astrazeneca-vaccine-package-was-doctored-sho/,pants-fire,"October 12, 2021",coronavirus
1679,"The FEMA health care workers replacing the noncompliant nurses and doctors are NOT required to get vaccinated via the CDC.""",https://www.politifact.com/factchecks/2021/oct/20/instagram-posts/fact-checking-false-claims-about-fema-workers-vacc/,false,"October 18, 2021",coronavirus
1680,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,https://www.politifact.com/factchecks/2021/oct/20/instagram-posts/theres-still-no-evidence-tennessee-nurse-who-faint/,pants-fire,"October 17, 2021",coronavirus
1681,There is an “epidemic of plane crashes linked to vaccine-related strokes in pilots.”,https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/no-evidence-covid-19-vaccines-have-caused-plane-cr/,pants-fire,"October 17, 2021",coronavirus
1682,"In the United Kingdom, “81% of COVID-19 deaths are among the vaccinated.”",https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/claim-covid-19-uk-ignores-data-showing-death-more-/,false,"October 5, 2021",coronavirus
1683,"COVID-19 “surges among most vaxxed communities, says Harvard study.”",https://www.politifact.com/factchecks/2021/oct/19/youtube-videos/harvard-study-found-vaccinations-alone-arent-enoug/,half-true,"October 17, 2021",coronavirus
1684,"California’s shipping backlog is, in part, caused by a “California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators.”",https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/californias-trucking-regulations-may-have-had-impa/,barely-true,"October 13, 2021",coronavirus
1685,Says Dr. Anthony Fauci said he will not “take a PCR COVID test.”,https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/misleading-video-implies-anthony-fauci-doesnt-supp/,barely-true,"October 12, 2021",coronavirus
1686,Over 2 million injuries from COVID-19 vaccines have been reported to the World Health Organization.,https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/who-database-not-proof-covid-19-vaccines-are-harmf/,barely-true,"October 3, 2021",coronavirus
1687,Pfizer vaccine contains living particles that can germinate to cause sickness.,https://www.politifact.com/factchecks/2021/oct/15/facebook-posts/no-living-organisms-pfizer-vaccine/,pants-fire,"October 11, 2021",coronavirus
1688,"""The media is pretty quiet about Florida's decline in COVID cases. No mask mandates or vaccine mandates.""",https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/media-reported-weeks-drop-florida-covid-19-cases-w/,barely-true,"October 10, 2021",coronavirus
1689,The percentage of vaccinated employees at United Airlines increased after the mandate because unvaccinated employees left the company.,https://www.politifact.com/factchecks/2021/oct/14/tweets/nearly-all-employees-complied-vaccine-mandate-unit/,false,"October 7, 2021",coronavirus
1690,"People who are vaccinated for the coronavirus “cannot spread it to you.""",https://www.politifact.com/factchecks/2021/oct/14/joe-biden/joe-biden-overstates-effectiveness-vaccines-preven/,half-true,"October 7, 2021",coronavirus
